Room,Prov,Code,W_treatment,Leafsize,Leafno,Leafarea
1,A,A-01,w,small,4,3.79
1,A,A-01,w,large,4,3.38
1,A,A-02,w,small,6,2.42
1,A,A-02,w,large,2,12.38
1,A,A-03,w,small,8,6.36
1,A,A-03,w,large,0,12.53
1,A,A-04,w,small,4,5.99
1,A,A-04,w,large,4,12.83
1,A,A-05,w,small,4,5.32
1,A,A-05,w,large,2,20.82
1,A,A-06,w,small,4,2.01
1,A,A-06,w,large,4,9.06
1,A,A-07,w,small,6,6.07
1,A,A-07,w,large,0,0
1,A,A-08,w,small,4,3.07
1,A,A-08,w,large,2,7.6
1,A,A-09,w,small,4,7.13
1,A,A-09,w,large,4,13.32
1,A,A-10,w,small,4,8.45
1,A,A-10,w,large,6,27.55
1,A,A-11,w,small,4,3.43
1,A,A-11,w,large,4,14.39
1,A,A-12,w,small,6,4.46
1,A,A-12,w,large,4,10.68
1,A,A-13,w,small,2,5.75
1,A,A-13,w,large,6,13.04
1,A,A-14,w,small,6,3.28
1,A,A-14,w,large,4,14.54
1,A,A-15,w,small,8,6.13
1,A,A-15,w,large,2,20.41
1,B,B-01,w,small,3,4.55
1,B,B-01,w,large,6,9.11
1,B,B-02,w,small,10,3.78
1,B,B-02,w,large,0,0
1,B,B-03,w,small,6,1.2
1,B,B-03,w,large,2,12.85
1,B,B-04,w,small,4,5.22
1,B,B-04,w,large,6,12.65
1,B,B-05,w,small,4,3.86
1,B,B-05,w,large,4,11.02
1,B,B-06,w,small,2,8.44
1,B,B-06,w,large,8,13.5
1,B,B-07,w,small,8,5.42
1,B,B-07,w,large,0,0
1,B,B-08,w,small,6,2.99
1,B,B-08,w,large,4,9.05
1,B,B-09,w,small,4,8.35
1,B,B-09,w,large,8,22.75
1,B,B-10,w,small,8,3.49
1,B,B-10,w,large,2,11.53
1,B,B-11,w,small,4,5.13
1,B,B-11,w,large,4,15.12
1,B,B-12,w,small,6,2.5
1,B,B-12,w,large,0,4
1,B,B-13,w,small,6,4.17
1,B,B-13,w,large,2,10.32
1,B,B-14,w,small,2,5
1,B,B-14,w,large,8,14.88
1,B,B-15,w,small,6,3.51
1,B,B-15,w,large,2,13.25
1,B,B-01,d,small,6,4.95
1,B,B-01,d,large,2,8.82
1,B,B-02,d,small,8,5.25
1,B,B-02,d,large,2,10.81
1,B,B-03,d,small,6,2.22
1,B,B-03,d,large,6,12.86
1,B,B-04,d,small,8,3.96
1,B,B-04,d,large,2,9.13
1,B,B-05,d,small,4,4.13
1,B,B-05,d,large,4,7.38
1,B,B-06,d,small,2,2.82
1,B,B-06,d,large,2,6.64
1,B,B-07,d,small,4,1.38
1,B,B-07,d,large,6,14.36
1,B,B-08,d,small,2,3.08
1,B,B-08,d,large,10,27.18
1,B,B-09,d,small,2,3.34
1,B,B-09,d,large,8,14.41
1,B,B-10,d,small,2,1.52
1,B,B-10,d,large,8,8.38
1,B,B-11,d,small,4,4.41
1,B,B-11,d,large,10,26.72
1,B,B-12,d,small,5,2.64
1,B,B-12,d,large,5,6.78
1,B,B-13,d,small,6,2.25
1,B,B-13,d,large,2,9.85
1,B,B-14,d,small,4,5.93
1,B,B-14,d,large,6,18.02
1,B,B-15,d,small,6,2.89
1,B,B-15,d,large,2,3.77
1,C,C-01,w,small,4,7
1,C,C-01,w,large,2,16.18
1,C,C-02,w,small,6,3.82
1,C,C-02,w,large,2,10.29
1,C,C-03,w,small,2,2.68
1,C,C-03,w,large,4,10.95
1,C,C-04,w,small,6,3.37
1,C,C-04,w,large,0,0
1,C,C-05,w,small,6,3.35
1,C,C-05,w,large,4,17.22
1,C,C-06,w,small,4,5.14
1,C,C-06,w,large,4,13.91
1,C,C-07,w,small,6,2.84
1,C,C-07,w,large,2,12.71
1,C,C-08,w,small,6,1.79
1,C,C-08,w,large,2,6.96
1,C,C-09,w,small,4,3.21
1,C,C-09,w,large,2,10.28
1,C,C-10,w,small,6,3.71
1,C,C-10,w,large,2,14.91
1,C,C-11,w,small,6,5.46
1,C,C-11,w,large,0,0
1,C,C-12,w,small,4,5.44
1,C,C-12,w,large,2,7.7
1,C,C-13,w,small,4,5.6
1,C,C-13,w,large,6,12.8
1,C,C-14,w,small,4,7.49
1,C,C-14,w,large,6,16.83
1,C,C-15,w,small,4,4.39
1,C,C-15,w,large,4,11.38
2,A,A-16,w,small,3,6.9
2,A,A-16,w,large,6,20.2
2,A,A-17,w,small,8,4.2
2,A,A-17,w,large,4,20.7
2,A,A-18,w,small,4,5.3
2,A,A-18,w,large,4,29.3
2,A,A-19,w,small,6,3.6
2,A,A-19,w,large,4,20.9
2,A,A-20,w,small,6,5.2
2,A,A-20,w,large,2,21.5
2,A,A-21,w,small,7,6.9
2,A,A-21,w,large,4,31.7
2,A,A-22,w,small,6,3.3
2,A,A-22,w,large,4,22.7
2,A,A-23,w,small,4,7.4
2,A,A-23,w,large,4,28.3
2,A,A-24,w,small,4,5.4
2,A,A-24,w,large,4,18.5
2,A,A-25,w,small,4,3.8
2,A,A-25,w,large,2,22.8
2,A,A-26,w,small,4,4.5
2,A,A-26,w,large,0,0
2,A,A-27,w,small,4,7.6
2,A,A-27,w,large,4,12.9
2,A,A-28,w,small,4,4.9
2,A,A-28,w,large,4,25.3
2,A,A-29,w,small,4,4.3
2,A,A-29,w,large,2,8.5
2,A,A-30,w,small,4,9
2,A,A-30,w,large,2,18.2
2,B,B-16,w,small,4,3
2,B,B-16,w,large,8,32.1
2,B,B-17,w,small,8,7.5
2,B,B-17,w,large,4,12.5
2,B,B-18,w,small,8,2.4
2,B,B-18,w,large,4,21.6
2,B,B-19,w,small,6,5.4
2,B,B-19,w,large,4,13.4
2,B,B-20,w,small,6,7.2
2,B,B-20,w,large,6,16.2
2,B,B-21,w,small,6,7.7
2,B,B-21,w,large,6,18.8
2,B,B-22,w,small,4,6.3
2,B,B-22,w,large,10,34.9
2,B,B-23,w,small,4,7
2,B,B-23,w,large,6,13.8
2,B,B-24,w,small,6,4.5
2,B,B-24,w,large,6,22
2,B,B-25,w,small,8,2.5
2,B,B-25,w,large,2,14.3
2,B,B-26,w,small,6,3.3
2,B,B-26,w,large,8,29.5
2,B,B-27,w,small,8,4.8
2,B,B-27,w,large,4,15.1
2,B,B-28,w,small,6,2
2,B,B-28,w,large,2,17.7
2,B,B-29,w,small,6,6.6
2,B,B-29,w,large,6,15.6
2,B,B-30,w,small,2,2.6
2,B,B-30,w,large,4,12.6
2,B,B-16,d,small,5,3
2,B,B-16,d,large,6,11.5
2,B,B-17,d,small,6,4.2
2,B,B-17,d,large,4,22.1
2,B,B-18,d,small,4,3.9
2,B,B-18,d,large,6,24.3
2,B,B-19,d,small,2,11.5
2,B,B-19,d,large,10,32.2
2,B,B-20,d,small,6,5.4
2,B,B-20,d,large,4,21.6
2,B,B-21,d,small,8,1.5
2,B,B-21,d,large,4,12
2,B,B-22,d,small,6,1.7
2,B,B-22,d,large,4,14.6
2,B,B-23,d,small,6,4.9
2,B,B-23,d,large,4,15.9
2,B,B-24,d,small,4,5.8
2,B,B-24,d,large,4,13.6
2,B,B-25,d,small,6,4.2
2,B,B-25,d,large,6,28.2
2,B,B-26,d,small,2,1
2,B,B-26,d,large,6,8.5
2,B,B-27,d,small,6,3.6
2,B,B-27,d,large,6,15.5
2,B,B-28,d,small,4,2.8
2,B,B-28,d,large,6,34.5
2,B,B-29,d,small,7,3.4
2,B,B-29,d,large,4,10.1
2,B,B-30,d,small,6,4.9
2,B,B-30,d,large,4,22.5
2,C,C-16,w,small,4,7.3
2,C,C-16,w,large,4,28.3
2,C,C-17,w,small,4,2.7
2,C,C-17,w,large,4,14.9
2,C,C-18,w,small,6,3.9
2,C,C-18,w,large,4,9.3
2,C,C-19,w,small,4,4
2,C,C-19,w,large,4,27.6
2,C,C-20,w,small,6,11.3
2,C,C-20,w,large,4,21.5
2,C,C-21,w,small,6,3.3
2,C,C-21,w,large,2,8.1
2,C,C-22,w,small,6,3
2,C,C-22,w,large,4,28.1
2,C,C-23,w,small,2,5.2
2,C,C-23,w,large,6,16.5
2,C,C-24,w,small,4,3.7
2,C,C-24,w,large,4,18.5
2,C,C-25,w,small,4,3.1
2,C,C-25,w,large,4,16.4
2,C,C-26,w,small,4,13.4
2,C,C-26,w,large,6,21.2
2,C,C-27,w,small,6,4.2
2,C,C-27,w,large,4,17.3
2,C,C-28,w,small,8,3.5
2,C,C-28,w,large,2,25.2
2,C,C-29,w,small,6,4.6
2,C,C-29,w,large,4,31.2
2,C,C-30,w,small,4,3
2,C,C-30,w,large,4,25.6
3,A,A-31,w,small,6,6.8
3,A,A-31,w,large,4,20.3
3,A,A-32,w,small,3,5.7
3,A,A-32,w,large,6,30.4
3,A,A-33,w,small,6,4.6
3,A,A-33,w,large,6,37.5
3,A,A-34,w,small,4,4.9
3,A,A-34,w,large,6,26.7
3,A,A-35,w,small,11,9.1
3,A,A-35,w,large,8,58.4
3,A,A-36,w,small,4,6.7
3,A,A-36,w,large,6,40
3,A,A-37,w,small,6,5.5
3,A,A-37,w,large,6,35.1
3,A,A-38,w,small,4,2.8
3,A,A-38,w,large,6,27.9
3,A,A-39,w,small,6,5.4
3,A,A-39,w,large,4,35
3,A,A-40,w,small,7,3.2
3,A,A-40,w,large,6,26.3
3,A,A-41,w,small,6,4.6
3,A,A-41,w,large,4,36.2
3,A,A-42,w,small,4,4.2
3,A,A-42,w,large,6,33.1
3,A,A-43,w,small,8,5.3
3,A,A-43,w,large,4,29.4
3,A,A-44,w,small,6,6.8
3,A,A-44,w,large,4,31.4
3,A,A-45,w,small,9,5.1
3,A,A-45,w,large,7,23.5
3,B,B-31,d,small,2,6.4
3,B,B-31,d,large,8,18.4
3,B,B-32,d,small,6,7.8
3,B,B-32,d,large,6,28.9
3,B,B-33,d,small,6,7.8
3,B,B-33,d,large,6,39.2
3,B,B-34,d,small,4,4.4
3,B,B-34,d,large,6,29.3
3,B,B-35,d,small,4,2.8
3,B,B-35,d,large,10,27.2
3,B,B-36,d,small,6,5.7
3,B,B-36,d,large,6,30.8
3,B,B-37,d,small,4,5.9
3,B,B-37,d,large,8,36.8
3,B,B-38,d,small,4,4.6
3,B,B-38,d,large,8,37.9
3,B,B-39,d,small,6,6
3,B,B-39,d,large,6,25.3
3,B,B-40,d,small,4,3.4
3,B,B-40,d,large,4,12.8
3,B,B-41,d,small,6,3.5
3,B,B-41,d,large,4,14.7
3,B,B-42,d,small,4,3.4
3,B,B-42,d,large,10,37.1
3,B,B-43,d,small,4,4.2
3,B,B-43,d,large,2,11.5
3,B,B-44,d,small,6,8.3
3,B,B-44,d,large,8,28.6
3,B,B-45,d,small,6,8.6
3,B,B-45,d,large,4,16.6
3,B,B-31,w,small,4,3.8
3,B,B-31,w,large,6,19.3
3,B,B-32,w,small,6,3.9
3,B,B-32,w,large,6,25.1
3,B,B-33,w,small,6,2.8
3,B,B-33,w,large,8,33.3
3,B,B-34,w,small,6,7.2
3,B,B-34,w,large,8,45.7
3,B,B-35,w,small,6,6.4
3,B,B-35,w,large,4,24
3,B,B-36,w,small,6,2.1
3,B,B-36,w,large,6,41.9
3,B,B-37,w,small,4,6.2
3,B,B-37,w,large,10,48.9
3,B,B-38,w,small,6,4.2
3,B,B-38,w,large,6,37.6
3,B,B-39,w,small,4,2.5
3,B,B-39,w,large,4,38.8
3,B,B-40,w,small,8,6.9
3,B,B-40,w,large,4,20.4
3,B,B-41,w,small,6,3.6
3,B,B-41,w,large,4,18.4
3,B,B-42,w,small,4,3.8
3,B,B-42,w,large,6,15
3,B,B-43,w,small,8,4.5
3,B,B-43,w,large,6,38.6
3,B,B-44,w,small,4,3.2
3,B,B-44,w,large,10,36.3
3,B,B-45,w,small,3,2.6
3,B,B-45,w,large,6,23.7
3,C,C-31,w,small,7,3.7
3,C,C-31,w,large,6,37
3,C,C-32,w,small,4,2.9
3,C,C-32,w,large,6,39.6
3,C,C-33,w,small,8,3.4
3,C,C-33,w,large,6,26.5
3,C,C-34,w,small,4,2.4
3,C,C-34,w,large,2,22.2
3,C,C-35,w,small,4,6.9
3,C,C-35,w,large,4,19.8
3,C,C-36,w,small,4,4.8
3,C,C-36,w,large,8,27.2
3,C,C-37,w,small,2,7.8
3,C,C-37,w,large,6,36.5
3,C,C-38,w,small,10,5.1
3,C,C-38,w,large,4,21.9
3,C,C-39,w,small,4,5.5
3,C,C-39,w,large,4,12.8
3,C,C-40,w,small,4,5.9
3,C,C-40,w,large,4,32.5
3,C,C-41,w,small,6,6.3
3,C,C-41,w,large,6,42
3,C,C-42,w,small,6,8.6
3,C,C-42,w,large,6,25
3,C,C-43,w,small,6,4
3,C,C-43,w,large,6,32.1
3,C,C-44,w,small,6,8.7
3,C,C-44,w,large,4,26.7
3,C,C-45,w,small,4,7.3
3,C,C-45,w,large,8,47.8
4,A,A-46,w,small,8,5.3
4,A,A-46,w,large,10,35.1
4,A,A-47,w,small,4,9
4,A,A-47,w,large,12,41
4,A,A-48,w,small,6,8.7
4,A,A-48,w,large,6,32
4,A,A-49,w,small,6,5.6
4,A,A-49,w,large,10,37.5
4,A,A-50,w,small,4,4
4,A,A-50,w,large,6,32
4,A,A-51,w,small,6,4
4,A,A-51,w,large,6,20
4,A,A-52,w,small,8,5.7
4,A,A-52,w,large,10,36
4,A,A-53,w,small,2,4
4,A,A-53,w,large,14,59
4,A,A-54,w,small,2,6
4,A,A-54,w,large,12,50
4,A,A-55,w,small,10,4.7
4,A,A-55,w,large,6,29.1
4,A,A-56,w,small,6,5.1
4,A,A-56,w,large,10,38.7
4,A,A-57,w,small,13,3.5
4,A,A-57,w,large,13,26
4,A,A-58,w,small,10,2.2
4,A,A-58,w,large,16,27
4,A,A-59,w,small,2,5.7
4,A,A-59,w,large,10,35.7
4,A,A-60,w,small,6,4
4,A,A-60,w,large,10,31.3
4,B,B-46,w,small,8,4.5
4,B,B-46,w,large,8,38
4,B,B-47,w,small,4,4.7
4,B,B-47,w,large,8,23
4,B,B-48,w,small,2,3
4,B,B-48,w,large,12,24
4,B,B-49,w,small,2,3
4,B,B-49,w,large,10,37
4,B,B-50,w,small,8,3.8
4,B,B-50,w,large,4,25.2
4,B,B-51,w,small,6,4.2
4,B,B-51,w,large,6,15.2
4,B,B-52,w,small,4,8.3
4,B,B-52,w,large,12,39.2
4,B,B-53,w,small,6,3
4,B,B-53,w,large,10,32.3
4,B,B-54,w,small,6,7.9
4,B,B-54,w,large,10,48.2
4,B,B-55,w,small,4,7.8
4,B,B-55,w,large,14,39.7
4,B,B-56,w,small,4,6.9
4,B,B-56,w,large,12,35
4,B,B-57,w,small,6,6.7
4,B,B-57,w,large,16,24.6
4,B,B-58,w,small,4,4.5
4,B,B-58,w,large,8,19.6
4,B,B-59,w,small,2,3
4,B,B-59,w,large,6,8.6
4,B,B-60,w,small,6,5.1
4,B,B-60,w,large,6,28.6
4,B,B-46,d,small,4,5.4
4,B,B-46,d,large,16,44.6
4,B,B-47,d,small,8,4.9
4,B,B-47,d,large,8,27.4
4,B,B-48,d,small,4,7.4
4,B,B-48,d,large,16,36.2
4,B,B-49,d,small,6,3.9
4,B,B-49,d,large,8,37.1
4,B,B-50,d,small,0,5.7
4,B,B-50,d,large,10,39.9
4,B,B-51,d,small,4,3.6
4,B,B-51,d,large,10,43
4,B,B-52,d,small,7,3
4,B,B-52,d,large,5,19
4,B,B-53,d,small,10,6.3
4,B,B-53,d,large,6,23.5
4,B,B-54,d,small,3,4
4,B,B-54,d,large,11,21
4,B,B-55,d,small,4,4
4,B,B-55,d,large,8,19
4,B,B-56,d,small,6,5.1
4,B,B-56,d,large,10,39.5
4,B,B-57,d,small,6,1.7
4,B,B-57,d,large,4,16.92
4,B,B-58,d,small,4,2.6
4,B,B-58,d,large,10,22.6
4,B,B-59,d,small,6,6.2
4,B,B-59,d,large,6,30.2
4,B,B-60,d,small,6,2.9
4,B,B-60,d,large,6,26.3
4,C,C-46,w,small,8,10.3
4,C,C-46,w,large,8,23.9
4,C,C-47,w,small,4,2.7
4,C,C-47,w,large,8,25.7
4,C,C-48,w,small,4,4
4,C,C-48,w,large,8,35.8
4,C,C-49,w,small,2,3.6
4,C,C-49,w,large,12,33
4,C,C-50,w,small,6,4.5
4,C,C-50,w,large,6,23.7
4,C,C-51,w,small,4,2.3
4,C,C-51,w,large,10,46
4,C,C-52,w,small,5,2.5
4,C,C-52,w,large,5,20.5
4,C,C-53,w,small,2,4
4,C,C-53,w,large,8,19
4,C,C-54,w,small,2,2.7
4,C,C-54,w,large,6,26
4,C,C-55,w,small,4,8.4
4,C,C-55,w,large,8,50.1
4,C,C-56,w,small,6,3
4,C,C-56,w,large,6,27.1
4,C,C-57,w,small,2,5
4,C,C-57,w,large,8,30
4,C,C-58,w,small,4,4
4,C,C-58,w,large,6,35.9
4,C,C-59,w,small,4,3.6
4,C,C-59,w,large,8,33
4,C,C-60,w,small,4,3
4,C,C-60,w,large,8,34.3
5,A,A-61,w,small,9,14.4
5,A,A-61,w,large,17,51.1
5,A,A-62,w,small,6,9.4
5,A,A-62,w,large,10,60.7
5,A,A-63,w,small,8,3.9
5,A,A-63,w,large,10,26.8
5,A,A-64,w,small,5,7.4
5,A,A-64,w,large,9,49.9
5,A,A-65,w,small,6,36.6
5,A,A-65,w,large,8,12.3
5,A,A-66,w,small,5,7.4
5,A,A-66,w,large,15,27.8
5,A,A-67,w,small,10,14.7
5,A,A-67,w,large,8,42.1
5,A,A-68,w,small,6,6
5,A,A-68,w,large,10,34.3
5,A,A-69,w,small,4,11.4
5,A,A-69,w,large,10,50.9
5,A,A-70,w,small,2,7.1
5,A,A-70,w,large,8,33.6
5,A,A-71,w,small,6,9.1
5,A,A-71,w,large,14,38.1
5,A,A-72,w,small,6,9.3
5,A,A-72,w,large,8,41.5
5,A,A-73,w,small,4,10.3
5,A,A-73,w,large,10,42.2
5,A,A-74,w,small,10,10.7
5,A,A-74,w,large,10,27.9
5,A,A-75,w,small,6,8.1
5,A,A-75,w,large,6,39.1
5,B,B-61,w,small,4,5.1
5,B,B-61,w,large,10,31.2
5,B,B-62,w,small,6,6.9
5,B,B-62,w,large,6,27.9
5,B,B-63,w,small,2,38.5
5,B,B-63,w,large,14,4.9
5,B,B-64,w,small,2,8.7
5,B,B-64,w,large,14,42.9
5,B,B-65,w,small,6,2.7
5,B,B-65,w,large,6,17.7
5,B,B-66,w,small,4,8.2
5,B,B-66,w,large,12,27.6
5,B,B-67,w,small,6,9
5,B,B-67,w,large,12,44
5,B,B-68,w,small,8,8.6
5,B,B-68,w,large,24,56.7
5,B,B-69,w,small,4,7.4
5,B,B-69,w,large,10,36.8
5,B,B-70,w,small,4,31.1
5,B,B-70,w,large,8,7.8
5,B,B-71,w,small,3,6.6
5,B,B-71,w,large,11,31.4
5,B,B-72,w,small,4,6.3
5,B,B-72,w,large,8,23.4
5,B,B-73,w,small,4,7.2
5,B,B-73,w,large,12,41.6
5,B,B-74,w,small,5,1.3
5,B,B-74,w,large,17,15.9
5,B,B-75,w,small,4,22.7
5,B,B-75,w,large,10,5.1
5,B,B-61,d,small,4,9
5,B,B-61,d,large,8,27.3
5,B,B-62,d,small,1,9.1
5,B,B-62,d,large,14,33.8
5,B,B-63,d,small,6,5.4
5,B,B-63,d,large,10,23.9
5,B,B-64,d,small,4,11
5,B,B-64,d,large,12,44.6
5,B,B-65,d,small,10,5.3
5,B,B-65,d,large,8,35.3
5,B,B-66,d,small,2,7.5
5,B,B-66,d,large,16,45.9
5,B,B-67,d,small,6,8.4
5,B,B-67,d,large,15,40.5
5,B,B-68,d,small,2,6.5
5,B,B-68,d,large,11,43.4
5,B,B-69,d,small,6,6.9
5,B,B-69,d,large,8,24.9
5,B,B-70,d,small,12,6.7
5,B,B-70,d,large,12,42.8
5,B,B-71,d,small,8,32.2
5,B,B-71,d,large,10,6.9
5,B,B-72,d,small,6,4.4
5,B,B-72,d,large,10,33.4
5,B,B-73,d,small,4,2.9
5,B,B-73,d,large,8,25.6
5,B,B-74,d,small,6,8.5
5,B,B-74,d,large,20,27
5,B,B-75,d,small,8,4.4
5,B,B-75,d,large,6,31.6
5,C,C-61,w,small,4,37
5,C,C-61,w,large,10,20.3
5,C,C-62,w,small,2,5.3
5,C,C-62,w,large,8,46.9
5,C,C-63,w,small,7,4.6
5,C,C-63,w,large,7,24.5
5,C,C-64,w,small,6,8.1
5,C,C-64,w,large,6,31.7
5,C,C-65,w,small,6,7.8
5,C,C-65,w,large,8,46.2
5,C,C-66,w,small,4,8.4
5,C,C-66,w,large,10,53.8
5,C,C-67,w,small,4,10.9
5,C,C-67,w,large,12,51.5
5,C,C-68,w,small,6,9.2
5,C,C-68,w,large,8,39.9
5,C,C-69,w,small,6,5.2
5,C,C-69,w,large,8,22.4
5,C,C-70,w,small,6,5.4
5,C,C-70,w,large,6,23.5
5,C,C-71,w,small,6,4
5,C,C-71,w,large,4,16.6
5,C,C-72,w,small,2,15.2
5,C,C-72,w,large,10,41.3
5,C,C-73,w,small,6,7.3
5,C,C-73,w,large,8,29.4
5,C,C-74,w,small,6,7.7
5,C,C-74,w,large,10,35.1
5,C,C-75,w,small,10,8
5,C,C-75,w,large,8,39.1
6,A,A-76,w,small,10,6.6
6,A,A-76,w,large,8,27.5
6,A,A-77,w,small,19,11.2
6,A,A-77,w,large,7,25.7
6,A,A-78,w,small,6,2
6,A,A-78,w,large,6,19.2
6,A,A-79,w,small,8,3
6,A,A-79,w,large,8,15.9
6,A,A-80,w,small,10,4.5
6,A,A-80,w,large,11,28.4
6,A,A-81,w,small,8,4.9
6,A,A-81,w,large,8,11
6,A,A-82,w,small,4,4.2
6,A,A-82,w,large,10,17.7
6,A,A-83,w,small,10,10.1
6,A,A-83,w,large,10,22.5
6,A,A-84,w,small,9,2
6,A,A-84,w,large,8,23.5
6,A,A-85,w,small,8,3.6
6,A,A-85,w,large,8,17.8
6,A,A-86,w,small,6,4.7
6,A,A-86,w,large,10,27.1
6,A,A-87,w,small,6,6.9
6,A,A-87,w,large,8,24.9
6,A,A-88,w,small,18,3.7
6,A,A-88,w,large,8,14.9
6,A,A-89,w,small,6,7.2
6,A,A-89,w,large,6,25.6
6,A,A-90,w,small,6,4.8
6,A,A-90,w,large,8,19.7
6,B,B-76,w,small,6,3.1
6,B,B-76,w,large,8,14.1
6,B,B-77,w,small,14,6.3
6,B,B-77,w,large,8,31
6,B,B-78,w,small,8,2
6,B,B-78,w,large,6,9.8
6,B,B-79,w,small,15,4.9
6,B,B-79,w,large,8,19.4
6,B,B-80,w,small,16,4.7
6,B,B-80,w,large,6,24.2
6,B,B-81,w,small,6,4.2
6,B,B-81,w,large,6,23.9
6,B,B-82,w,small,24,2.4
6,B,B-82,w,large,0,0
6,B,B-83,w,small,14,8.4
6,B,B-83,w,large,9,23.2
6,B,B-84,w,small,10,1
6,B,B-84,w,large,7,11.5
6,B,B-85,w,small,6,5
6,B,B-85,w,large,10,38.9
6,B,B-86,w,small,4,1.6
6,B,B-86,w,large,8,8.7
6,B,B-87,w,small,6,4.1
6,B,B-87,w,large,8,22.6
6,B,B-88,w,small,8,4.7
6,B,B-88,w,large,10,22.7
6,B,B-89,w,small,8,3.2
6,B,B-89,w,large,6,18.9
6,B,B-90,w,small,8,3.8
6,B,B-90,w,large,8,23.1
6,B,B-76,d,small,13,9.4
6,B,B-76,d,large,8,27.1
6,B,B-77,d,small,4,2
6,B,B-77,d,large,10,17.9
6,B,B-78,d,small,0,0
6,B,B-78,d,large,12,30.8
6,B,B-79,d,small,6,4.4
6,B,B-79,d,large,6,17.2
6,B,B-80,d,small,10,4
6,B,B-80,d,large,4,16.1
6,B,B-81,d,small,2,3.1
6,B,B-81,d,large,8,17
6,B,B-82,d,small,6,6.5
6,B,B-82,d,large,8,24.4
6,B,B-83,d,small,8,4.1
6,B,B-83,d,large,2,14.4
6,B,B-84,d,small,4,2.2
6,B,B-84,d,large,4,11.4
6,B,B-85,d,small,5,3.4
6,B,B-85,d,large,9,16.4
6,B,B-86,d,small,6,4.1
6,B,B-86,d,large,8,30
6,B,B-87,d,small,3,2.8
6,B,B-87,d,large,5,10.1
6,B,B-88,d,small,6,6.8
6,B,B-88,d,large,10,26.6
6,B,B-89,d,small,4,9
6,B,B-89,d,large,10,26.4
6,B,B-90,d,small,4,6.1
6,B,B-90,d,large,8,2.4
6,C,C-76,w,small,5,20.7
6,C,C-76,w,large,8,3.4
6,C,C-77,w,small,6,7.2
6,C,C-77,w,large,6,17.6
6,C,C-78,w,small,8,3.3
6,C,C-78,w,large,6,33.3
6,C,C-79,w,small,6,2.7
6,C,C-79,w,large,4,13.7
6,C,C-80,w,small,8,3.3
6,C,C-80,w,large,4,16.8
6,C,C-81,w,small,12,6.8
6,C,C-81,w,large,6,27.8
6,C,C-82,w,small,4,2.4
6,C,C-82,w,large,6,17.1
6,C,C-83,w,small,4,6.1
6,C,C-83,w,large,10,27.6
6,C,C-84,w,small,8,6.4
6,C,C-84,w,large,6,24.3
6,C,C-85,w,small,8,5
6,C,C-85,w,large,4,15.4
6,C,C-86,w,small,6,6.5
6,C,C-86,w,large,6,17.3
6,C,C-87,w,small,8,4.7
6,C,C-87,w,large,8,31.1
6,C,C-88,w,small,4,4.7
6,C,C-88,w,large,6,28.9
6,C,C-89,w,small,6,5.2
6,C,C-89,w,large,8,19.3
6,C,C-90,w,small,6,2.8
6,C,C-90,w,large,6,22.2
