"Date","Room","R_leaf.sum","R_stem.sum","R_root.sum","Rdtair_leaf.sum","Rdtair_stem.sum","Rdtair_root.sum"
2016-01-08,1,0.057517049,0.035566008,0.034093317,0.0658869770980062,0.0740446488025494,0.0710347037292751
2016-01-08,2,0.049115141,0.037702092,0.032618691,0.0654370150596033,0.0784990118926099,0.0679200434930199
2016-01-08,3,0.041975004,0.027566905,0.027990612,0.0593040524669435,0.0575062237551189,0.0582912916562127
2016-01-08,4,0.039667002,0.036304279,0.031423883,0.064353099023153,0.0755979553238441,0.0655331387866459
2016-01-08,5,0.04046201,0.039101542,0.047950555,0.0987149366293429,0.0814918040186833,0.0998192780148531
2016-01-08,6,0.039934206,0.041094059,0.058755625,0.109701897989697,0.0856597032173762,0.122371004596252
2016-01-09,1,0.054320594,0.035428462,0.03396147,0.0658324468393047,0.0737582988903712,0.0707599940574293
2016-01-09,2,0.049818865,0.038897594,0.033653012,0.0680502587939318,0.0809881606947672,0.0700737406011365
2016-01-09,3,0.044105861,0.029071824,0.029518659,0.0633712300427714,0.0606455676739598,0.0614734935125122
2016-01-09,4,0.041697335,0.039073991,0.033821264,0.0702996009382443,0.0813654446299204,0.070532767090434
2016-01-09,5,0.039870555,0.038542659,0.047265191,0.0977157739444054,0.0803270270733238,0.0983925432022641
2016-01-09,6,0.040753912,0.040996845,0.058616638,0.109928888937361,0.0854570698120876,0.122081528302982
2016-01-10,1,0.053086062,0.033331265,0.031951112,0.0621281509736039,0.0693921495824631,0.0665713304937451
2016-01-10,2,0.050105442,0.038922266,0.033674367,0.0680132742234434,0.0810395432298692,0.0701181985367813
2016-01-10,3,0.044458244,0.029225433,0.029674628,0.0633744775399148,0.0609660012794245,0.061798301638188
2016-01-10,4,0.042211469,0.040259097,0.034847055,0.0723698003395929,0.0838332441903838,0.0726720134549777
2016-01-10,5,0.039248758,0.038773801,0.047548648,0.0982589792584742,0.080808762998625,0.0989826213436973
2016-01-10,6,0.040752727,0.041562137,0.05942488,0.111225588386413,0.0866354007152492,0.123764858164642
2016-01-11,1,0.04995024,0.034749437,0.033310555,0.0643814268396175,0.0723446320909422,0.0694037933880583
2016-01-11,2,0.050670967,0.038677768,0.03346283,0.0676042646538534,0.0805304721050305,0.069677732700251
2016-01-11,3,0.04516537,0.029432797,0.029885187,0.0637199143309387,0.0613985842783276,0.062236790207042
2016-01-11,4,0.043257182,0.040995485,0.035484449,0.0738498136908615,0.0853666535166284,0.0740012706519885
2016-01-11,5,0.038931572,0.040072528,0.049141275,0.101447138441135,0.0835154362409341,0.102298024311184
2016-01-11,6,0.041013789,0.042819644,0.06122284,0.114403368450854,0.0892566474547619,0.127509496363946
2016-01-12,1,0.049272154,0.034415348,0.032990304,0.0642221151614525,0.0716491070750682,0.0687365417468134
2016-01-12,2,0.051449755,0.037315647,0.032284362,0.0652905082219094,0.0776944157326881,0.0672238792374625
2016-01-12,3,0.047260382,0.027299967,0.027719567,0.0595073868822338,0.0569493730055169,0.0577268388485956
2016-01-12,4,0.045135755,0.038703915,0.033500933,0.0703134110786058,0.0805948029714166,0.0698647256527368
2016-01-12,5,0.038987309,0.039151679,0.048012038,0.0994117986412394,0.0815963009640227,0.0999472762812326
2016-01-12,6,0.042335158,0.041336602,0.059102413,0.111210285313493,0.0861652775232495,0.123093253604642
2016-01-13,1,0.047362761,0.035141821,0.033686696,0.0654132750163445,0.0731615395578227,0.070187493234334
2016-01-13,2,0.051753531,0.037598015,0.032528652,0.0657545285638687,0.0782823260870611,0.0677325594854845
2016-01-13,3,0.046955724,0.028190254,0.028623535,0.0610673082979656,0.0588065563359242,0.0596093762176433
2016-01-13,4,0.045355389,0.039302381,0.034018936,0.0712896585525598,0.0818410262015028,0.0709450315888767
2016-01-13,5,0.038615009,0.039486446,0.048422564,0.100198984310565,0.0822939785653511,0.100801861294908
2016-01-13,6,0.041982624,0.042025581,0.060087499,0.112697096571605,0.0876014336335519,0.125144905190788
2016-01-14,1,0.045355453,0.035175656,0.033719123,0.0655468854582584,0.0732319709827042,0.0702550615931634
2016-01-14,2,0.051219468,0.038358005,0.033186176,0.0671789087268763,0.0798646897430604,0.0691016749144058
2016-01-14,3,0.047365418,0.028291045,0.028725872,0.0616083655204208,0.0590168091871612,0.0598224994149723
2016-01-14,4,0.044443542,0.042542271,0.036823297,0.0767125237303491,0.0885875757610371,0.0767933718875263
2016-01-14,5,0.038611172,0.039587665,0.048546691,0.100792143960971,0.0825049316357194,0.101060257626082
2016-01-14,6,0.042289937,0.042035006,0.060100981,0.113115117390474,0.0876210921454217,0.125172988779174
2016-01-15,1,0.044473608,0.034220076,0.032803114,0.0637969626184455,0.0712425573002779,0.0683465183856325
2016-01-15,2,0.052050677,0.038009259,0.032884448,0.0667167840876241,0.0791385723769258,0.0684734132089416
2016-01-15,3,0.04836166,0.027961556,0.028391325,0.0610110246552224,0.0583294826937233,0.0591257896246956
2016-01-15,4,0.045578418,0.038440317,0.033272764,0.0698131594884163,0.0800459044394606,0.0693889053276981
2016-01-15,5,0.038873829,0.040665428,0.049868359,0.103624601807347,0.084751105345202,0.103811594900749
2016-01-15,6,0.042679143,0.040026999,0.057229956,0.10812111485232,0.0834354373107764,0.119193481872538
2016-01-16,1,0.043712634,0.034483419,0.033055548,0.0640748641998913,0.0717908132381617,0.068872487496773
2016-01-16,2,0.052280098,0.038665397,0.033452131,0.0675030125087382,0.080504709470049,0.0696554419828744
2016-01-16,3,0.048470514,0.028694699,0.029135739,0.0622321565717924,0.0598588616372334,0.0606760474616325
2016-01-16,4,0.046066521,0.038225261,0.033086624,0.069182889009269,0.0795980967532098,0.06900071700796
2016-01-16,5,0.038264181,0.03648957,0.044747477,0.0930726105964604,0.0760481805931618,0.0931513858671259
2016-01-16,6,0.042744164,0.039922252,0.057080188,0.107557406491447,0.0832170950993286,0.118881564427612
2016-01-17,1,0.042535486,0.034975588,0.033527342,0.064896286788387,0.0728154484771563,0.0698554708967841
2016-01-17,2,0.052714684,0.038574966,0.033373884,0.067385777963841,0.0803164201292509,0.0694925275727699
2016-01-17,3,0.048336753,0.02927179,0.029721693,0.0632673705459713,0.0610626963924368,0.0618963168210025
2016-01-17,4,0.045284347,0.037753771,0.032678516,0.0677573582609573,0.0786162892101974,0.0681496234869463
2016-01-17,5,0.034278797,0.035929152,0.044060236,0.0895155287547829,0.0748802088834911,0.0917207377890151
2016-01-17,6,0.042731526,0.040795425,0.058328645,0.109719430833091,0.0850372096548107,0.121481728078301
2016-01-18,1,0.041315834,0.035864136,0.034379093,0.0663606568343492,0.0746653207837635,0.0716301451421471
2016-01-18,2,0.052666679,0.03902127,0.033760012,0.0680308092281531,0.0812456619671833,0.0702965395536371
2016-01-18,3,0.048413701,0.030096286,0.030558859,0.0649718663484594,0.0627826553041668,0.0636397564004694
2016-01-18,4,0.046430047,0.040595126,0.035137909,0.0734365171543588,0.0845329641466048,0.0732785754288616
2016-01-18,5,0.034272885,0.038415491,0.047109249,0.0955882876526248,0.0800619992844405,0.0980679107700978
2016-01-18,6,0.042646763,0.04146695,0.059288779,0.111341316522142,0.086436989596468,0.12348141370924
2016-01-19,1,0.042248645,0.035734785,0.034255098,0.0661713776242821,0.0743960178234522,0.0713717894566452
2016-01-19,2,0.053009005,0.038907275,0.03366139,0.0679491154276783,0.0810083266192831,0.0700911888522313
2016-01-19,3,0.047180964,0.032271354,0.032767362,0.0693878488409629,0.0673199758526712,0.0682390198916155
2016-01-19,4,0.045824471,0.04123371,0.035690644,0.0745116991775358,0.0858627123870596,0.0744312861816819
2016-01-19,5,0.035334532,0.040568248,0.049749189,0.100982828008083,0.0845485733170894,0.103563513500852
2016-01-19,6,0.042574419,0.041909712,0.059921833,0.112437506852511,0.0873599224475025,0.124799889210718
2016-01-20,1,0.043045522,0.035734785,0.034255098,0.0661713776242821,0.0743960178234522,0.0713717894566452
2016-01-20,2,0.053034641,0.038907275,0.03366139,0.0679491154276783,0.0810083266192831,0.0700911888522313
2016-01-20,3,0.046773796,0.032271354,0.032767362,0.0693878488409629,0.0673199758526712,0.0682390198916155
2016-01-20,4,0.045533114,0.04123371,0.035690644,0.0745116991775358,0.0858627123870596,0.0744312861816819
2016-01-20,5,0.035799963,0.040568248,0.049749189,0.100982828008083,0.0845485733170894,0.103563513500852
2016-01-20,6,0.042546347,0.041909712,0.059921833,0.112437506852511,0.0873599224475025,0.124799889210718
2016-01-21,1,0.044260592,0.033977637,0.032570712,0.063442594780329,0.0707378183000235,0.0678622972309169
2016-01-21,2,0.053090866,0.036558732,0.031629503,0.0641081142099936,0.0761184468435704,0.0658602967806674
2016-01-21,3,0.04992799,0.027285229,0.027704604,0.0602510687729038,0.0569186290393342,0.057695675169564
2016-01-21,4,0.045509688,0.038395545,0.033234019,0.0697071510065568,0.0799526778283374,0.0693080905434995
2016-01-21,5,0.040003731,0.038647093,0.047393258,0.0988137409563239,0.0805446771610196,0.098659142707273
2016-01-21,6,0.042774116,0.03926059,0.056134157,0.106132789026608,0.0818378704685052,0.116911243526436
2016-01-22,1,0.044917083,0.033977637,0.032570712,0.063442594780329,0.0707378183000235,0.0678622972309169
2016-01-22,2,0.053107554,0.036558732,0.031629503,0.0641081142099936,0.0761184468435704,0.0658602967806674
2016-01-22,3,0.049659615,0.027285229,0.027704604,0.0602510687729038,0.0569186290393342,0.057695675169564
2016-01-22,4,0.045340142,0.038395545,0.033234019,0.0697071510065568,0.0799526778283374,0.0693080905434995
2016-01-22,5,0.040293254,0.038647093,0.047393258,0.0988137409563239,0.0805446771610196,0.098659142707273
2016-01-22,6,0.042756571,0.03926059,0.056134157,0.106132789026608,0.0818378704685052,0.116911243526436
2016-01-23,1,0.045602961,0.034415708,0.032990643,0.0639614595492659,0.0716498374936506,0.0687372424735835
2016-01-23,2,0.053310689,0.03700893,0.032018999,0.0645961959359121,0.0770557989638325,0.0666713260565973
2016-01-23,3,0.049483759,0.027098386,0.02751489,0.0594725472885894,0.0565288597194575,0.0573005847668221
2016-01-23,4,0.045316719,0.041999985,0.036353908,0.0760407925713784,0.0874583654060873,0.0758145001893005
2016-01-23,5,0.040201643,0.039229639,0.048107639,0.0997676406245383,0.0817587693016597,0.100146283682756
2016-01-23,6,0.042451852,0.040291712,0.057608445,0.108306039168169,0.0839872356012956,0.119981765144708
2016-01-24,1,0.045496978,0.033925347,0.032520589,0.0637950289840276,0.0706289643663942,0.0677578682539391
2016-01-24,2,0.052328297,0.036461814,0.031545646,0.0644173456081192,0.0759166544103652,0.0656856990308433
2016-01-24,3,0.048154667,0.025843701,0.026240924,0.0572231980709864,0.0539115163353657,0.0546475097324356
2016-01-24,4,0.045405485,0.040477916,0.03503645,0.0744089768396928,0.0842888924725759,0.0730669985043335
2016-01-24,5,0.040887788,0.038836893,0.047626009,0.0999145650907042,0.0809402467700837,0.0991436757625523
2016-01-24,6,0.043216326,0.039589277,0.05660412,0.107785818826229,0.0825230238718575,0.117890034102654
2016-01-25,1,0.046145988,0.033967086,0.032560599,0.0636054951758779,0.0707158591171517,0.0678412306977552
2016-01-25,2,0.052666665,0.036481331,0.031562526,0.064188055589379,0.0759572836470745,0.0657208528430742
2016-01-25,3,0.04874323,0.026177438,0.026579787,0.0579042356141586,0.054607708629482,0.0553532063582121
2016-01-25,4,0.045327731,0.040639692,0.035176484,0.0743782018789569,0.0846257557864296,0.0733590131521416
2016-01-25,5,0.040860085,0.038674077,0.047426338,0.0991494918017097,0.0806009065264795,0.0987280180344427
2016-01-25,6,0.042760007,0.039514984,0.056497888,0.107083216279204,0.0823681509186666,0.117668787026667
2016-01-26,1,0.046638733,0.03447445,0.033046951,0.0642225140491323,0.0717721358978948,0.0688545693979803
2016-01-26,2,0.052874986,0.036978439,0.031992612,0.0647538953756378,0.0769923178902153,0.0666164000495417
2016-01-26,3,0.048942616,0.027263062,0.027682095,0.0601439873887112,0.0568723840330443,0.0576487988321302
2016-01-26,4,0.045151664,0.041882095,0.036251864,0.076212660891404,0.0872128680135315,0.0756016873608424
2016-01-26,5,0.040600252,0.040186768,0.049281372,0.102298591880755,0.0837535178247769,0.102589650347618
2016-01-26,6,0.042245999,0.040850937,0.058408017,0.109914296469797,0.0851529219694079,0.121647031384868
2016-01-27,1,0.047698021,0.033528388,0.032140064,0.0626639928072634,0.0698025372988692,0.066965035782655
2016-01-27,2,0.053180435,0.036535547,0.031609429,0.0640732805929176,0.0760701647056548,0.0658185214152443
2016-01-27,3,0.047690862,0.027057789,0.02747367,0.0592845688954702,0.0564441760449507,0.0572147450011958
2016-01-27,4,0.045444354,0.040957223,0.035451329,0.0747305763970118,0.085286977097274,0.0739322020399447
2016-01-27,5,0.041021404,0.039074307,0.047917155,0.0997764915721449,0.0814350356732173,0.0997497424912903
2016-01-27,6,0.042699962,0.039092313,0.055893555,0.10571075695084,0.0814871052764248,0.116410150394893
2016-01-28,1,0.047264406,0.034353632,0.032931145,0.0642519035034414,0.0715206202242182,0.0686132779386809
2016-01-28,2,0.051994587,0.037544933,0.03248273,0.0658321542223167,0.0781718069484303,0.0676369345276458
2016-01-28,3,0.046255443,0.02794773,0.028377287,0.061103380246262,0.0583006404015982,0.0590965535811423
2016-01-28,4,0.044365592,0.04246186,0.036753697,0.07731745348334,0.088420144665121,0.0766482319138475
2016-01-28,5,0.040511845,0.040955398,0.050223962,0.104274331720552,0.085355449665964,0.104551856016542
2016-01-28,6,0.0420133,0.041874616,0.059871654,0.112673925659121,0.0872867550391382,0.124695364341626
2016-01-29,1,0.048849719,0.033991437,0.032583946,0.0636723622665729,0.0707665656042194,0.0678898759455113
2016-01-29,2,0.052385543,0.03695709,0.031974151,0.0649276457405464,0.0769478740409805,0.0665779457034264
2016-01-29,3,0.045680938,0.027601069,0.028025299,0.0604548508684669,0.0575774846292021,0.0583635253749933
2016-01-29,4,0.044304981,0.041724226,0.036115224,0.0761742617018915,0.0868841430683129,0.0753167275710523
2016-01-29,5,0.041007948,0.03966153,0.048637273,0.10138153650154,0.082658873205245,0.10124882059277
2016-01-29,6,0.042227978,0.040361157,0.057707726,0.109112309310832,0.08413198004441,0.120188542920586
2016-01-30,1,0.050331107,0.034137542,0.032723997,0.0636523506103966,0.07107073926547,0.0681816848237842
2016-01-30,2,0.05287852,0.037142739,0.032134769,0.0649952613754008,0.0773344075232877,0.0669123877594072
2016-01-30,3,0.045358747,0.027827632,0.028255342,0.0606561290040339,0.0580501012523409,0.0588425941022022
2016-01-30,4,0.044233049,0.041784652,0.036167524,0.0759986155461976,0.087009965835638,0.0754257987865146
2016-01-30,5,0.041062972,0.040310457,0.049433056,0.102574239469276,0.0840113091771671,0.10290541887163
2016-01-30,6,0.041756228,0.041354641,0.059128206,0.111135933946082,0.0862028872130297,0.1231469817329
2016-01-31,1,0.051327808,0.0342348,0.032817232,0.0638287876261304,0.0712732174142919,0.0683759321535483
2016-01-31,2,0.052892085,0.037078896,0.032079529,0.0648764038783888,0.0772014771227347,0.0667973718073661
2016-01-31,3,0.044631435,0.027558734,0.027982315,0.0599274163553331,0.0574891720911206,0.0582740072049926
2016-01-31,4,0.04375029,0.04225843,0.036577605,0.0767431098051882,0.0879965290735461,0.0762810148477781
2016-01-31,5,0.041103879,0.040227386,0.049331187,0.102381516302713,0.0838381822443291,0.102693355761126
